STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
OR;OR0120;OR0120;COTTAGE GROVE PUBLIC LIBRARY;700 E GIBBS AVE;COTTAGE GROVE;97424;5419423828;42270;-123060849;43798751
OR;OR0121;OR0121;DALLAS PUBLIC LIBRARY;950 MAIN ST;DALLAS;97338;5036232633;88211;-123316628;44919966
OR;OR0122;OR0122;MARY GILKEY PUBLIC LIBRARY;416 FERRY ST;DAYTON;97114;5038642221;5460;-123077427;45219717
OR;OR0123;OR0123;DUFUR SCHOOL/COMMUNITY LIBRARY;802 NE FIFTH ST;DUFUR;97021;5414672509;18632;-121125126;45454929
OR;OR0124;OR0124;ECHO PUBLIC LIBRARY;20 S. BONANZA;ECHO;97826;5413768411;6000;-11919544;4574182
OR;OR0125;OR0125;ELGIN PUBLIC LIBRARY;1699 DIVISION ST;ELGIN;97827;5414372860;7891;-117926643;45564917
OR;OR0127;OR0127;WALLOWA COUNTY LIBRARY;207 NW LOGAN;ENTERPRISE;97828;5414263969;3100;-11727955;4542758
OR;OR0128;OR0128;CEDAR MILL COMMUNITY LIBRARY;12505 NW CORNELL RD;PORTLAND;97229;5036440043;723571;-122806671;45525443
OR;OR0129;OR0129;CLACKAMAS COUNTY LIBRARY;16201 SE MCLOUGHLIN BLVD;OAK GROVE;97267;5036558543;115701;-122624396;45406136
OR;OR0130;OR0130;UKIAH PUBLIC LIBRARY;201 HILL ST;UKIAH;97880;5414273735;10800;-118934255;45135617
OR;OR0132;OR0132;ENTERPRISE CITY LIBRARY;101 NE FIRST ST;ENTERPRISE;97828;5414263906;16440;-117276341;4542563
OR;OR0133;OR0133;SHERWOOD PUBLIC LIBRARY;22560 SW PINE ST;SHERWOOD;97140;5036256688;245971;-122840535;45356575
OR;OR0134;OR0134;LINCOLN COUNTY LIBRARY DISTRICT;1247 NW GROVE, #2;NEWPORT;97365;5412653066;10811;-124054328;44645739
OR;OR0135;OR0135;OREGON TRAIL LIBRARY DISTRICT;200 S MAIN;BOARDMAN;97818;5414813365;19120;-119701731;4584007
OR;OR0137;OR0137;WARRENTON COMMUNITY LIBRARY;160 S. MAIN AVE.;WARRENTON;97146;5038613919;25000;-123924886;46164245
OR;OR0138;OR0138;BANKS PUBLIC LIBRARY;42461 NW MARKET STREET;BANKS;97106;5033241382;26294;-123113985;45619707
OR;OR0139;OR0139;GARDEN HOME COMMUNITY LIBRARY;7475 SW OLESON RD;PORTLAND;97223;5032459932;72920;-122752644;45466509
OR;OR0140;OR0140;LANE LIBRARY DISTRICT;64 W. OREGON AVE.;CRESWELL;97426;5038953053;84601;-123019521;43917871
OR;OR0141;OR0141;NORTH PLAINS PUBLIC LIBRARY;31334 NW COMMERCIAL ST.;NORTH PLAINS;97133;5036475051;42979;-122999688;45597628
OR;OR0142;OR0142;SPRAY PUBLIC/SCHOOL LIBRARY;303 PARK AVE.;SPRAY;97874;5414682226;2950;-119793216;44833678
OR;OR0143;OR0143;LOWELL PUBLIC LIBRARY;107 E. 3RD ST.;LOWELL;97452;5419372157;2500;-122781649;4392187
OR;OR0144;OR0144;HOOD RIVER COUNTY LIBRARY DISTRICT;502 STATE ST;HOOD RIVER;97031;5413862535;60000;-12151569;45708201
OR;OR0145;OR0145;IONE LIBRARY DISTRICT;385 WEST 2ND ST;IONE;97843;5415619828;2315;-119828686;45500592
OR;OR9003;OR9003;SHERMAN COUNTY PUBLIC/SCHOOL LIBRARY;65912 HIGH SCHOOL LOOP;MORO;97039;5415653279;27560;-120744897;45471476
OR;OR9004;OR9004;WAGNER COMMUNITY LIBRARY;111 N MAIN ST;FALLS CITY;97344;5037873521;2505;-123428516;44865791
OR;OR9005;OR9005;NORTH POWDER CITY LIBRARY;290 E ST;NORTH POWDER;97867;5418982175;1114;-117920633;4502914
OR;OR9007;OR9007;HALSEY CITY LIBRARY;773 W 1ST STREET;HALSEY;97384;5413692750;2441;-12310906;4438356
OR;OR9008;OR9008;HAPPY VALLEY PUBLIC LIBRARY;13793 SE SIEBEN PARK WAY;HAPPY VALLEY;97015;5037833456;294150;-122513787;45421935
OR;OR9009;OR9997;WASCO COUNTY LIBRARY SERVICE DISTRICT;511 WASHINGTON ST.;THE DALLES;97058;5412962815;0;-121183826;45599369
OR;OR9010;OR0148;ALOHA COMMUNITY LIBRARY;17455 SW FARMINGTON RD, SUITE 25B;ALOHA;97078;5032590185;24692;-122857956;45479611
PA;PA0001;901260063;BROWNSVILLE FREE PUBLIC LIBRARY;100 SENECA ST;BROWNSVILLE;15417;7247857272;12254;-79886952;40021426
PA;PA0002;901260152;CARNEGIE FREE LIBRARY;299 S PITTSBURGH ST;CONNELLSVILLE;15425;7246281380;71228;-79588914;4001619
PA;PA0003;901260633;GERMAN MASONTOWN PUB LIBRARY;104 S. MAIN STREET;MASONTOWN;15461;7245837030;14620;-79899584;39845853
PA;PA0005;901261142;UNIONTOWN PUBLIC LIBRARY;24 JEFFERSON ST;UNIONTOWN;15401;7244371165;74425;-79722257;39899555
PA;PA0006;901300063;FLENNIKEN PUBLIC LIBRARY;102 EAST GEORGE ST;CARMICHAELS;15320;7249665263;35347;-79974953;39897033
PA;PA0007;901300753;EVA K BOWLBY PUBLIC LIBRARY;311 NORTH WEST ST;WAYNESBURG;15370;7246279776;83695;-80191482;39899291
PA;PA0008;901630123;BENTLEYVILLE PUBLIC LIBRARY;931 MAIN ST;BENTLEYVILLE;15314;7242395122;25248;-80005544;40122431
PA;PA0009;901630243;CALIFORNIA AREA PUBLIC LIBRARY;100 WOOD STREET;CALIFORNIA;15419;7249382907;6125;-79889583;40068392
PA;PA0010;901630273;FRANK SARRIS PUBLIC LIBRARY;35 N JEFFERSON AVE;CANONSBURG;15317;7247451308;34222;-80188443;40258663
PA;PA0011;901630423;JOHN K TENER LIBRARY;638 FALLOWFIELD AVE;CHARLEROI;15022;7244838282;41272;-79899959;40139607
PA;PA0012;901630663;DONORA PUBLIC LIBRARY;510 MELDON AVE;DONORA;15033;7243797940;8714;-79855293;4017728
PA;PA0013;901630813;CITIZENS LIBRARY;55 SOUTH COLLEGE ST;WASHINGTON;15301;7242222400;156457;-80242678;40170219
PA;PA0014;901630913;FREDERICKTOWN AREA PUBLIC LIBRARY;38 WATER ST.;FREDERICKTOWN;15333;7243770017;10665;-79996782;39999964
PA;PA0015;901630993;CHARTIERS-HOUSTON COM LIBRARY;730 WEST GRANT ST;HOUSTON;15342;7247454300;15401;-80214631;4024231
PA;PA0016;901631113;MARIANNA COMMUNITY PUBLIC LIB;247 JEFFERSON AVENUE;MARIANNA;15345;7242673888;4807;-80088394;40021351
PA;PA0017;901631143;HERITAGE PUBLIC LIBRARY;52 FOURTH ST;MCDONALD;15057;7249268400;33327;-80237931;40367067
PA;PA0018;901631202;MONONGAHELA AREA LIBRARY;813 WEST MAIN ST;MONONGAHELA;15063;7242585409;23750;-7993342;40205611
PA;PA0019;901631475;PETERS TOWNSHIP PUBLIC LIBRARY;616 EAST MCMURRAY RD;MCMURRAY;15317;7249419430;203955;-80081722;40280277
PA;PA0020;901631953;AVELLA AREA LIBRARY CENTER;11 SCHOOL COURT;AVELLA;15312;7245875688;5763;-804652;40272543
PA;PA0021;902020093;AVALON PUBLIC LIBRARY;317 SOUTH HOME AVE.;AVALON;15202;4127612288;34294;-80062418;40497321
PA;PA0022;902020123;BALDWIN BOROUGH PUBLIC LIBRARY;WALLACE BUILDING, 41 MACEK DRIVE;PITTSBURGH;15227;4128852255;82818;-799637;40357535
PA;PA0024;902020303;BETHEL PARK PUBLIC LIBRARY;5100 WEST LIBRARY AVE;BETHEL PARK;15102;4128352207;154863;-80031108;40332124
PA;PA0025;902020513;BRIDGEVILLE PUBLIC LIBRARY;505 MCMILLEN ST;BRIDGEVILLE;15017;4122213737;36481;-80111751;40355833
PA;PA0026;902020543;ANDREW CARNEGIE FREE LIBRARY;300 BEECHWOOD AVE;CARNEGIE;15106;4122763456;33793;-80085086;40407262
PA;PA0027;902020692;CLAIRTON PUBLIC LIBRARY;616 MILLER AVE;CLAIRTON;15025;4122337966;47973;-79883569;40292099
PA;PA0028;902020753;CORAOPOLIS MEMORIAL LIBRARY;601 SCHOOL ST;CORAOPOLIS;15108;4122643502;43689;-80161848;40515818
PA;PA0029;902020783;CRAFTON PUBLIC LIBRARY;140 BRADFORD AVE;PITTSBURGH;15205;4129226877;61173;-80067003;40434293
PA;PA0030;902020843;DORMONT PUBLIC LIBRARY;2950 WEST LIBERTY AVE;PITTSBURGH;15216;4125318754;59544;-80035568;40394214
PA;PA0031;902021023;C.C. MELLOR MEMORIAL LIBRARY;ONE PENNWOOD AVE;PITTSBURGH;15218;4127310909;110536;-79885006;40431986
PA;PA0032;902021473;GREEN TREE PUBLIC LIBRARY;10 W MANILLA AVE;PITTSBURGH;15220;4129219292;110000;-80046861;40418248
PA;PA0033;902021743;JEFFERSON HILLS PUBLIC LIBRARY;925 OLD CLAIRTON RD;JEFFERSON HILLS;15025;4126557741;60703;-79930015;40296465
PA;PA0034;902022042;CARNEGIE LIBRARY OF MCKEESPORT;1507 LIBRARY AVENUE;MCKEESPORT;15132;4126720625;56894;-79856035;40345136
PA;PA0035;902022103;MONROEVILLE PUBLIC LIBRARY;4000 GATEWAY CAMPUS BLVD;MONROEVILLE;15146;4123720500;163574;-79752432;40430104
PA;PA0036;902022135;MOON TOWNSHIP PUBLIC LIBRARY;1700 BEAVER GRADE RD, SUITE 100;MOON TOWNSHIP;15108;4122690334;108499;-80202145;40497725
PA;PA0037;902022164;MT. LEBANON PUBLIC LIBRARY;16 CASTLE SHANNON BLVD;PITTSBURGH;15228;4125311912;368930;-80045306;40377349
PA;PA0038;902022344;NORTH VERSAILLES PUBLIC LIBRARY;1401 GREENSBURG AVE;NORTH VERSAILLES;15137;4128232222;18101;-79818412;40382433
PA;PA0039;902022403;OAKMONT CARNEGIE LIBRARY;700 ALLEGHENY RIVER BLVD;OAKMONT;15139;4128289532;204725;-79842175;4052196
PA;PA0040;902022465;COOPER-SIEGEL COMMUNITY LIBRARY;403 FOX CHAPEL RD;PITTSBURGH;15238;4128289520;116672;-79879147;40514607
PA;PA0041;902022524;PENN HILLS LIBRARY;1037 STOTLER ROAD;PITTSBURGH;15235;4127953507;158993;-79810047;40482089
PA;PA0042;902022617;CARNEGIE LIBRARY OF PITTSBURGH;4400 FORBES AVENUE;PITTSBURGH;15213;4126223114;2912976;-79949461;40444212
PA;PA0043;902022795;NORTHERN TIER REGIONAL LIBRARY;4015 DICKEY RD;GIBSONIA;15044;7244492665;139000;-79951667;40640714
PA;PA0044;902022854;NORTHLAND PUBLIC LIBRARY AUTHORITY;300 CUMBERLAND RD;PITTSBURGH;15237;4123668100;281148;-80034983;40571967
PA;PA0045;902023034;SHALER NORTH HILLS LIBRARY;1822 MOUNT ROYAL BLVD;GLENSHAW;15116;4124860211;447000;-79964571;40528075
PA;PA0046;902023125;SOUTH PARK TOWNSHIP LIBRARY;2575 BROWNSVILLE RD;SOUTH PARK;15129;4128335585;59491;-7999638;4029275
PA;PA0047;902023183;SPRINGDALE FREE PUBLIC LIBRARY;331 SCHOOL ST;SPRINGDALE;15144;7242749729;13213;-79778186;40542349
PA;PA0048;902023273;CARNEGIE FREE LIBRARY OF SWISSVALE;1800 MONONGAHELA AVE;SWISSVALE;15218;4127312300;46811;-79891067;40422837
PA;PA0049;902023394;UPPER ST. CLAIR TOWNSHIP LIBRARY;1820 MCLAUGHLIN RUN RD;UPPER ST CLAIR;15241;4128355540;149682;-80072253;40334442
PA;PA0050;902023783;WILKINSBURG PUBLIC LIBRARY;605 ROSS AVE;WILKINSBURG;15221;4122442940;153297;-79885715;40443081
PA;PA0051;903020573;COMMUNITY LIBRARY OF CASTLE SHANNON;3677 MYRTLE AVE;CASTLE SHANNON;15234;4125634552;96192;-800224;40368015
PA;PA0052;903022643;PLEASANT HILLS PUBLIC LIBRARY;302 OLD CLAIRTON RD;PITTSBURGH;15236;4126552424;47263;-79961705;40333729
PA;PA0053;903022943;SEWICKLEY PUBLIC LIBRARY;500 THORN ST;SEWICKLEY;15143;4127416920;239311;-80181517;40539141
PA;PA0055;904100182;BUTLER AREA PUBLIC LIBRARY;218 NORTH MCKEAN ST;BUTLER;16001;7242871715;245543;-79893629;40862954
PA;PA0057;904100693;EVANS CITY PUBLIC LIBRARY;204 S. JACKSON STREET;EVANS CITY;16033;7245388695;13256;-8006098;40767914
PA;PA0058;904101053;MARS AREA PUBLIC LIBRARY;107 GRAND AVE;MARS;16046;7246259048;42500;-80011016;40698285
PA;PA0059;904101353;SOUTH BUTLER COMMUNITY LIBRARY;240 WEST MAIN ST;SAXONBURG;16056;7243524810;129853;-79813408;40750605
PA;PA0060;904101683;ZELIENOPLE PUBLIC LIBRARY;227 SOUTH HIGH ST;ZELIENOPLE;16063;7244529330;39000;-80135312;40794
PA;PA0061;904370033;F D CAMPBELL MEMORIAL LIBRARY;17 SOUTH MAIN STREET;BESSEMER;16112;7246677939;11685;-80493715;40973878
PA;PA0062;904370093;ELLWOOD CITY AREA PUB LIBRARY;415 LAWRENCE AVE..;ELLWOOD CITY;16117;7247586458;164207;-80286244;40858516
PA;PA0063;904370302;NEW CASTLE PUBLIC LIBRARY;207 EAST NORTH STREET;NEW CASTLE;16101;7246586659;122862;-8034415;41001411
PA;PA0065;904430363;GREENVILLE AREA PUBLIC LIBRARY;330 MAIN ST;GREENVILLE;16125;7245885490;37060;-8037966;41408131
PA;PA0066;904430393;GROVE CITY COMMUNITY LIBRARY;125 WEST MAIN ST;GROVE CITY;16127;7244587320;84000;-80087653;41157288
PA;PA0067;904430693;MERCER AREA LIBRARY;110 E. VENANGO ST.;MERCER;16137;7246624233;28046;-80238254;41228496
PA;PA0068;904431052;COMMUNITY LIBRARY OF THE SHENANGO VALLEY;11 N SHARPSVILLE AVE;SHARON;16146;7249814360;114769;-80505009;41233135
PA;PA0069;905200153;CAMBRIDGE SPRINGS PUB LIBRARY ASSOCIATION;158 MCCLELLAN ST;CAMBRIDGE SPRINGS;16403;8143982123;9534;-80054379;41805994
PA;PA0070;905200273;MARGARET SHONTZ MEM LIBRARY;145 SECOND ST;CONNEAUT LAKE;16316;8143826666;16000;-80303096;41603908
PA;PA0071;905200333;JAMES A STONE MEMORIAL LIBRARY;1101 MAIN STREET;CONNEAUTVILLE;16406;8145872142;8534;-80367814;41757556
PA;PA0072;905200603;LINESVILLE COMMUNITY PUBLIC LIBRARY;111 PENN STREET;LINESVILLE;16424;8146834354;9874;-80424742;41656555
PA;PA0073;905200903;SAEGERTOWN AREA LIBRARY;325 BROAD ST;SAEGERTOWN;16433;8147635203;22589;-80147852;41720528
PA;PA0074;905201172;BENSON MEMORIAL LIBRARY, INC.;213 NORTH FRANKLIN ST;TITUSVILLE;16354;8148272913;62988;-7967338;41629067
PA;PA0076;905250033;ALBION AREA PUBLIC LIBRARY;111 EAST PEARL STREET;ALBION;16401;8147565400;8643;-80361149;41892145
PA;PA0077;905250152;CORRY PUBLIC LIBRARY;117 W WASHINGTON ST.;CORRY;16407;8146647611;52409;-79642769;41921703
PA;PA0080;905250845;MCCORD MEMORIAL LIBRARY;32 WEST MAIN STREET;NORTH EAST;16428;8147254057;60646;-79836115;42215632
PA;PA0081;905250963;UNION CITY PUBLIC LIBRARY;2 STRANAHAN ST.;UNION CITY;16438;8144383209;20137;-79846703;41896955
PA;PA0082;905251083;WATERFORD PUBLIC LIBRARY;24 SOUTH PARK ROW;WATERFORD;16441;8147964729;11440;-79984103;41941996
PA;PA0083;905620545;SHEFFIELD TOWNSHIP LIBRARY;20 LEATHER ST;SHEFFIELD;16347;8149683439;4690;-79033071;41702042
PA;PA0084;905620633;SUGAR GROVE FREE LIBRARY;22 HARMON ST;SUGAR GROVE;16350;8144897872;4439;-79340068;41981701
PA;PA0085;905620693;TIDIOUTE LIBRARY ASSOCIATION, INC.;197 MAIN STREET;TIDIOUTE;16351;8144843581;3865;-79407635;41683425
PA;PA0086;905620753;WARREN LIBRARY ASSOCIATION;205 MARKET ST;WARREN;16365;8147234650;201337;-79145494;41845351
PA;PA0087;905620813;YOUNGSVILLE PUBLIC LIBRARY;100 BROAD STREET;YOUNGSVILLE;16371;8145637670;17532;-79320816;4185147
PA;PA0088;906160185;CLARION FREE LIBRARY;644 MAIN ST.;CLARION;16214;8142267172;124912;-79383214;41213723
PA;PA0089;906160303;FOXBURG FREE LIBRARY ASSOC;31 MAIN STREET;FOXBURG;16036;7246593431;7233;-79679069;41140314
PA;PA0090;906160393;KNOX PUBLIC LIBRARY;305 NORTH MAIN ST;KNOX;16232;8147971054;12109;-79537339;41237688
PA;PA0091;906160603;REDBANK VALLEY PUBLIC LIBRARY;720 BROAD ST;NEW BETHLEHEM;16242;8142752870;14051;-79323634;41002767
PA;PA0092;906160813;ECCLES LESHER MEMORIAL LIBRARY;673 MAIN ST.;RIMERSBURG;16248;8144733800;27447;-79502106;41042893
PA;PA0093;906170572;DUBOIS PUBLIC LIBRARY;31 S BRADY ST;DUBOIS;15801;8143715930;16245;-78762851;41118121
PA;PA0095;906330153;MENGLE MEMORIAL LIBRARY;324 MAIN STREET;BROCKWAY;15824;8142658245;16215;-7880036;41249316
PA;PA0096;906330183;REBECCA M ARTHURS MEM LIBRARY;223 VALLEY ST;BROOKVILLE;15825;8148495512;13520;-79085141;41165682
PA;PA0097;906330633;PUNXSUTAWNEY MEMORIAL LIBRARY;301 EAST MAHONING ST., SUITE 4;PUNXSUTAWNEY;15767;8149385020;71152;-78968464;40944196
PA;PA0098;906330663;REYNOLDSVILLE PUBLIC LIBRARY;460 E. MAIN ST.;REYNOLDSVILLE;15851;8146539471;9360;-78888131;4109599
PA;PA0099;906330783;SUMMERVILLE PUBLIC LIBRARY;114 SECOND AVENUE;SUMMERVILLE;15864;8148563169;7180;-79187581;41115133
PA;PA0101;906610512;OIL CITY LIBRARY;2 CENTRAL AVE;OIL CITY;16301;8146783072;114075;-79711147;41429162
PA;PA0103;907650545;MURRYSVILLE COMMUNITY LIBRARY;4130 SARDIS RD;MURRYSVILLE;15668;7243271102;86704;-7966782;40453979
PA;PA0104;907650572;GREENSBURG HEMPFIELD AREA LIB;237 SOUTH PENNSYLVANIA AVENUE;GREENSBURG;15601;7248375620;155998;-79544684;40300656
PA;PA0106;907650693;NORWIN PUB LIB ASSOC;100 CARUTHERS LANE;IRWIN;15642;7248634700;300000;-79699871;40320062
PA;PA0107;907650722;JEANNETTE PUBLIC LIBRARY;500 MAGEE AVENUE;JEANNETTE;15644;7245235702;15947;-79618116;40328477
PA;PA0108;907650753;ADAMS MEMORIAL LIBRARY;1112 LIGONIER ST;LATROBE;15650;7245391972;106296;-79383095;40315255
PA;PA0109;907650783;LIGONIER VALLEY LIBRARY;120 WEST MAIN ST;LIGONIER;15658;7242386451;105000;-79238372;40243445
PA;PA0110;907650962;MONESSEN PUBLIC LIBRARY;326 DONNER AVENUE;MONESSEN;15062;7246844750;25000;-79882854;40161231
PA;PA0111;907650993;MT PLEASANT FR PUB LIB ASSOC;120 S CHURCH ST;MOUNT PLEASANT;15666;7245473850;39998;-79546146;40149042
PA;PA0112;907651083;NEW FLORENCE COMMUNITY LIBRARY;122 LIGONIER STREET;NEW FLORENCE;15944;7242352249;10438;-79074528;40382579
PA;PA0113;907651112;PEOPLES LIBRARY;880 BARNES ST;NEW KENSINGTON;15068;7243391021;62355;-79764825;40566605
PA;PA0114;907651173;BELLE VERNON PUBLIC LIBRARY;505 SPEER ST;BELLE VERNON;15012;7249296642;7610;-79865724;40129471
PA;PA0116;907651413;SCOTTDALE PUBLIC LIBRARY;106 SPRING STREET;SCOTTDALE;15683;7248876140;50984;-79587908;40102343
PA;PA0118;907651683;TRAFFORD COMMUNITY PUBLIC LIB;416 BRINTON AVENUE;TRAFFORD;15085;4123725115;15782;-7976114;40385002
PA;PA0119;907651773;VANDERGRIFT PUB LIBRARY ASSOC;128C WASHINGTON AVENUE;VANDERGRIFT;15690;7245682212;17400;-79564776;40603252
PA;PA0120;908050033;BEDFORD SYS ADMIN UNIT;240 SOUTH WOOD STREET;BEDFORD;15522;8146235010;51261;-78495826;40016803
PA;PA0121;908050303;EVERETT FREE LIBRARY;137 EAST MAIN ST;EVERETT;15537;8146525922;49379;-78370917;40011855
PA;PA0122;908050843;SAXTON COMMUNITY LIBRARY;315 FRONT ST;SAXTON;16678;8146353533;6635;-78236361;40223501
PA;PA0124;908070123;BELLWOOD ANTIS PUBLIC LIBRARY;526 MAIN ST;BELLWOOD;16617;8147428234;32503;-78332482;4060117
PA;PA0125;908070305;CLAYSBURG AREA PUB LIBRARY INC;957 BEDFORD ST;CLAYSBURG;16625;8142392782;8252;-78448736;40299584
PA;PA0126;908070453;MARTINSBURG COMMUNITY LIBRARY;201 SOUTH WALNUT ST;MARTINSBURG;16662;8147933335;6066;-78321118;40308879
PA;PA0127;908070543;ROARING SPRING COMM LIBRARY;320 EAST MAIN ST;ROARING SPRING;16673;8142242994;11526;-78402874;40336008
PA;PA0128;908070633;TYRONE-SNYDER TWNSHP PUB LIB;1000 PENNSYLVANIA AVE.;TYRONE;16686;8146841133;18189;-78238279;40670558
PA;PA0129;908070693;WILLIAMSBURG PUBLIC LIBRARY;511 WEST 2ND ST;WILLIAMSBURG;16693;8148323367;2939;-78203308;40461865
PA;PA0131;908110273;CARROLLTOWN PUBLIC LIBRARY;140 EAST CARROLL STREET;CARROLLTOWN;15722;8143446300;6482;-7870705;40602854
PA;PA0132;908110453;CRESSON PUBLIC LIBRARY;231 LAUREL AVE;CRESSON;16630;8148862619;8299;-78588939;40462125
PA;PA0133;908110723;EBENSBURG FREE PUBLIC LIBRARY;225 W HIGHLAND AVE;EBENSBURG;15931;8144727957;15215;-78726153;40489777
PA;PA0134;908110873;GALLITZIN PUBLIC LIBRARY;411 CONVENT STREET;GALLITZIN;16641;8148864041;5163;-7855159;40482231
PA;PA0135;908110963;HASTINGS PUBLIC LIBRARY;312 BEAVER ST;HASTINGS;16646;8142478231;6454;-78713086;40664446
PA;PA0136;908111022;CAMBRIA SYS ADMIN UNIT;248 MAIN ST.;JOHNSTOWN;15901;8145365131;162585;-78922626;40327131
PA;PA0137;908111053;LILLY WASHINGTON PUB LIBRARY;520 CHURCH ST;LILLY;15938;8148867543;8540;-78620265;40426715
PA;PA0138;908111233;NANTY GLO PUBLIC LIBRARY;942 ROBERTS ST;NANTY GLO;15943;8147490111;14000;-78836522;40470861
PA;PA0139;908111263;PATTON PUBLIC LIBRARY;444 MAGEE AVENUE;PATTON;16668;8146748231;21800;-78649387;40633976
PA;PA0140;908111325;PORTAGE PUBLIC LIBRARY;704 MAIN STREET;PORTAGE;15946;8147364340;6901;-78672962;40386452
PA;PA0141;908111385;HIGHLAND COMMUNITY LIBRARY;330 SCHOOLHOUSE RD;JOHNSTOWN;15904;8142665610;35336;-78839195;40269273
PA;PA0142;908111473;SOUTH FORK PUBLIC LIBRARY;320 MAIN ST;SOUTH FORK;15956;8144954812;6553;-78791384;40365016
PA;PA0143;908111533;NORTHERN CAMBRIA PUBLIC LIBRARY;1030 PHILADELPHIA AVENUE;NORTHERN CAMBRIA;15714;8149488222;12981;-78780619;40662762
PA;PA0144;908111625;BEAVERDALE PUBLIC LIBRARY;506 JEFFERSON AVE;BEAVERDALE;15921;8144877742;6520;-78698236;40320117
PA;PA0145;908560783;MEYERSDALE PUBLIC LIBRARY;210 CENTER;MEYERSDALE;15552;8146340512;13728;-7902578;39815134
PA;PA0146;908561233;SOMERSET COUNTY LIBRARY;6022 GLADES PIKE;SOMERSET;15501;8144455907;26209;-79023848;39999028
PA;PA0147;908561265;MARY S BIESECKER PUB LIBRARY;230 S ROSINA AVE;SOMERSET;15501;8144454011;14849;-79082928;40007079
PA;PA0148;908561503;WINDBER PUBLIC LIBRARY;1909 GRAHAM AVE;WINDBER;15963;8144674950;13003;-78827418;40232669
PA;PA0149;909120063;BARBARA MOSCATO BROWN MEMORIAL LIBRARY;27 WEST 4TH. STREET;EMPORIUM;15834;8144868011;42000;-78239026;41511437
PA;PA0150;909240213;JOHNSONBURG PUBLIC LIBRARY;520 MARKET ST;JOHNSONBURG;15845;8149654110;9529;-78675402;41489519
PA;PA0151;909240303;RIDGWAY FREE PUBLIC LIBRARY;329 CENTER ST;RIDGWAY;15853;8147737573;12592;-78727443;41421514
PA;PA0152;909240393;SAINT MARYS PUBLIC LIBRARY;127 CENTER ST;ST MARYS;15857;8148346141;41013;-78562258;41428154
PA;PA0153;909420062;BRADFORD AREA PUBLIC LIBRARY;67 W WASHINGTON ST;BRADFORD;16701;8143626527;78091;-78654216;41957228
PA;PA0154;909420344;FRIENDS MEMORIAL LIBRARY;230 CHASE STREET;KANE;16735;8148377010;24232;-78809735;41664734
PA;PA0155;909420483;MOUNT JEWETT MEMORIAL LIBRARY;7 E. MAIN ST;MOUNT JEWETT;16740;8147785588;8250;-78639898;41725022
PA;PA0156;909420573;SAMUEL W SMITH MEM PUB LIBRARY;201 E MAPLE ST;PORT ALLEGANY;16743;8146429210;17776;-78277508;41813084
PA;PA0157;909420633;HAMLIN MEMORIAL LIBRARY;123 S MECHANIC ST;SMETHPORT;16749;8148879262;14354;-7844174;41808071
PA;PA0159;909530183;COUDERSPORT PUBLIC LIBRARY;502 PARK AVE;COUDERSPORT;16915;8142749382;40350;-78013292;41772255
PA;PA0160;909530273;GALETON PUBLIC LIBRARY;5 PARK LANE;GALETON;16922;8144352321;8513;-77647608;41734802
PA;PA0161;909530305;GENESEE AREA LIBRARY;301 MAIN STREET;GENESEE;16923;8142283328;4083;-77869778;4199085
PA;PA0162;909530723;OSWAYO VALLEY MEMORIAL LIBRARY;103 NORTH PLEASANT STREET;SHINGLEHOUSE;16748;8146976691;6893;-78193256;4196331
PA;PA0163;909530863;ULYSSES LIBRARY;401 NORTH MAIN ST;ULYSSES;16948;8148487226;7211;-7776236;4190458
PA;PA0164;910140033;CENTRE CO LIB & HIST MUSEUM;203 NORTH ALLEGHENY ST;BELLEFONTE;16823;8143551516;133258;-7777851;40913597
PA;PA0166;910140933;SCHLOW CENTRE REGION LIBRARY;211 SOUTH ALLEN STREET;STATE COLLEGE;16801;8142376236;282437;-77860037;40793263
PA;PA0167;910170393;JOSEPH & ELIZABETH SHAW LIB;1 SOUTH FRONT ST;CLEARFIELD;16830;8147653271;42544;-78439872;41021995
PA;PA0168;910170513;CLEARFIELD COUNTY PUBLIC LIBRARY;601 BEECH ST;CURWENSVILLE;16833;8142360589;11700;-78520833;40967679
PA;PA0169;910180542;ANNIE HALENBAKE ROSS LIBRARY;232 WEST MAIN ST;LOCK HAVEN;17745;5707483321;75000;-77451272;41138606
PA;PA0170;911290213;FULTON COUNTY LIBRARY;227 NORTH FIRST ST;MCCONNELLSBURG;17233;7174855327;42201;-77999309;39935585
PA;PA0172;911310513;HUNTINGDON COUNTY LIBRARY;330 PENN ST;HUNTINGDON;16652;8146430200;56748;-78009483;40484
PA;PA0173;911340243;JUNIATA COUNTY LIBRARY;498 JEFFERSON ST;MIFFLINTOWN;17059;7174366378;56892;-77392948;40569771
PA;PA0174;911440303;MIFFLIN COUNTY LIBRARY;123 NORTH WAYNE ST;LEWISTOWN;17044;7172422391;80529;-77577758;40598482
PA;PA0175;912010303;EAST BERLIN COMMUNITY LIBRARY;105 LOCUST STREET;EAST BERLIN;17316;7172599000;46671;-76980095;39936728
PA;PA0176;912010453;ADAMS SYS ADMIN UNIT;140 BALTIMORE ST;GETTYSBURG;17325;7173340163;425000;-77231075;3982899
PA;PA0178;912280633;ALEXANDER HAMILTON MEMORIAL FREE LIBRARY;45 EAST MAIN STREET;WAYNESBORO;17268;7177623335;74984;-77576696;39755112
